# factory-slot-wire-v1	source-sha256=b55c8b125d272fcb04e81a9b968dfa193202d94bbd1f1f245bacb33896164037
factory-v3-001	1	02115C0046005A3C000001F41900C8000000004B	02115C0090005A3C000001F41900C8000000009D
factory-v3-001	2	02125C0046005A3C000001F41900C80000000048	02125C0090005A3C000001F41900C8000000009E
factory-v3-001	3	02135C0046005A3C000001F41900C80000000049	02135C0090005A3C000001F41900C8000000009F
factory-v3-001	4	02145C0046005A3C000001F41900C8000000004E	02145C0090005A3C000001F41900C80000000098
factory-v3-001	5	02155C0046005A3C000001F41900C8000000004F	02155C0090005A3C000001F41900C80000000099
factory-v3-002	1	02195D004B051E5A3C0000960501C200960000B6	02195D004B051E5A3C0000960501C200960000B6
factory-v3-002	2	021A5D004B051E5A3C0000960501C200960000B5	021A5D004B051E5A3C0000960501C200960000B5
factory-v3-002	3	021B5D004B051E5A3C0000960501C200960000B4	021B5D004B051E5A3C0000960501C200960000B4
factory-v3-002	4	021C5D004B051E5A3C0000960501C200960000B3	021C5D004B051E5A3C0000960501C200960000B3
factory-v3-002	5	021D5D004B051E5A3C0000960501C200960000B2	021D5D004B051E5A3C0000960501C200960000B2
factory-v3-003	1	02D15C00960A141E0000009600054600000000CC	02D15C00960A141E0000009600054600000000CC
factory-v3-003	2	02D25C00960A141E0000009600054600000000CF	02D25C00960A141E0000009600054600000000CF
factory-v3-003	3	02D35C00960A141E0000009600054600000000CE	02D35C00960A141E0000009600054600000000CE
factory-v3-003	4	02D45C00960A141E0000009600054600000000C9	02D45C00960A141E0000009600054600000000C9
factory-v3-003	5	02D55C00960A141E0000009600054600000000C8	02D55C00960A141E0000009600054600000000C8
factory-v3-004	1	02195C00500A325A3C00012C0501C20032000090	02195C00500A325A3C00012C0501C20032000090
factory-v3-004	2	021A5C00500A325A3C00012C0501C20032000093	021A5C00500A325A3C00012C0501C20032000093
factory-v3-004	3	021B5C00500A325A3C00012C0501C20032000092	021B5C00500A325A3C00012C0501C20032000092
factory-v3-004	4	021C5C00500A325A3C00012C0501C20032000095	021C5C00500A325A3C00012C0501C20032000095
factory-v3-004	5	021D5C00500A325A3C00012C0501C20032000094	021D5C00500A325A3C00012C0501C20032000094
factory-v3-005	1	02D15C0064003214000002580C0190000000000A	02D15C0064003214000002580C0190000000000A
factory-v3-005	2	02D25C0064003214000002580C01900000000009	02D25C0064003214000002580C01900000000009
factory-v3-005	3	02D35C0064003214000002580C01900000000008	02D35C0064003214000002580C01900000000008
factory-v3-005	4	02D45C0064003214000002580C0190000000000F	02D45C0064003214000002580C0190000000000F
factory-v3-005	5	02D55C0064003214000002580C0190000000000E	02D55C0064003214000002580C0190000000000E
factory-v3-006	1	02D95C004603142D190000FA06015E0064000025	02D95C004603142D190000FA06015E0064000025
factory-v3-006	2	02DA5C004603142D190000FA06015E0064000026	02DA5C004603142D190000FA06015E0064000026
factory-v3-006	3	02DB5C004603142D190000FA06015E0064000027	02DB5C004603142D190000FA06015E0064000027
factory-v3-006	4	02DC5C004603142D190000FA06015E0064000020	02DC5C004603142D190000FA06015E0064000020
factory-v3-006	5	02DD5C004603142D190000FA06015E0064000021	02DD5C004603142D190000FA06015E0064000021
factory-v3-007	1	02D95C004600142D1900009606015E00C80000E6	02D95C009000142D1900009606015E00C8000030
factory-v3-007	2	02DA5C004600142D1900009606015E00C80000E5	02DA5C009000142D1900009606015E00C8000033
factory-v3-007	3	02DB5C004600142D1900009606015E00C80000E4	02DB5C009000142D1900009606015E00C8000032
